0.48438,0.72114,1.4635,2.2298,1.435,0.91095,0.62767,0.59528,0.71498,0.91264,1.1119,1.671,1.9414,0.36783,0.57641,1.4606,2.4551,1.7007,0.902,0.55452,0.50742,0.55595,0.7019,0.99341,1.3094,1.1918,2.1193,2.154,2.1692,2.2031,2.2241,2.2277,2.2288,2.2693,2.2819,2.2867,2.2872,2.2977,2.3402,2.3996,2.4129,2.4139,2.416,2.4162,2.4263,2.4442,2.4574,2.4591,2.4786,2.5056,2.5226,2.5584,2.5627,2.5642,2.6064,2.6313,2.6417,2.6646,2.6801,2.6985,2.7072,2.773,3.2007,3.2552,3.2937,3.3862,3.4119,3.4796,3.5369,3.6035,3.6506,3.6927,3.7653,3.8441,3.921,3.9305,4.1476,4.3517,4.3866,4.5097,4.5761,4.6343,5.0462,6.9654,7.4659,9.0233,9.2034,13.397,14.475,14.937
0.54295,0.81441,1.5089,2.0421,1.3954,0.90669,0.70411,0.71391,0.82207,0.97791,1.4087,1.7434,1.8359,0.33074,0.51347,1.2666,2.085,2.5729,1.4251,0.69416,0.50287,0.5376,0.70132,0.85237,1.2007,1.3549,2.1899,2.2004,2.253,2.2611,2.263,2.2665,2.276,2.2828,2.2906,2.3023,2.3059,2.3293,2.3393,2.3474,2.3487,2.3508,2.3832,2.3948,2.3954,2.398,2.4563,2.462,2.4711,2.5036,2.529,2.5534,2.5543,2.5798,2.6139,2.6434,2.6826,2.6861,2.7009,2.7294,2.7414,2.7429,2.7545,2.7562,2.9253,2.9283,2.9579,3.0972,3.1724,3.1799,3.2053,3.4491,3.5766,3.6032,3.6994,3.7047,3.7071,3.8362,3.8486,3.9091,4.1764,4.3106,4.5984,5.0286,5.4537,5.8341,5.946,6.398,6.9994,48.157
0.42879,0.65729,1.4626,2.2713,1.5912,1.2287,0.60022,0.5739,0.62591,0.91366,0.88338,1.2231,1.1938,0.39144,0.60793,1.5396,2.4473,1.4805,0.86466,0.52298,0.51112,0.58202,0.70159,0.97715,1.3204,1.9666,2.1334,2.1503,2.2353,2.251,2.2777,2.2904,2.3364,2.3402,2.4107,2.4294,2.4487,2.4506,2.4536,2.4759,2.4842,2.5624,2.6337,2.7635,2.8048,2.8354,2.8507,2.8639,2.8786,2.9068,2.9246,2.9537,2.9882,2.9988,3.0051,3.0944,3.1434,3.1756,3.2806,3.2904,3.3144,3.4789,3.5333,3.5652,3.7639,3.7902,3.7934,3.8282,3.8858,4.0632,4.1436,4.1792,4.1881,4.8162,4.9108,5.2838,5.7899,5.7973,6.0669,6.2491,6.2542,6.3429,6.6149,6.79,7.0507,7.5536,8.9897,12.088,13.784,14.156
0.39201,0.61604,1.5703,2.3753,1.5481,0.95784,0.54894,0.50606,0.57156,0.80055,0.84221,1.2574,1.7919,0.40828,0.64572,1.5759,2.3883,1.4352,0.78709,0.53196,0.53185,0.58293,0.63027,0.96269,1.3828,1.6368,2.1634,2.2066,2.2601,2.3059,2.3369,2.3595,2.3684,2.3708,2.4092,2.4248,2.4297,2.4613,2.4696,2.4846,2.5256,2.5379,2.5541,2.5687,2.5698,2.5831,2.6072,2.6084,2.6466,2.6854,2.6879,2.8032,2.8063,2.8213,2.8292,2.8495,2.9123,2.9208,2.9471,2.9695,2.9759,2.9933,3.0503,3.0653,3.087,3.1343,3.2634,3.3123,3.4158,3.441,3.5992,3.6082,3.7086,4.1659,4.2888,4.3291,4.3622,4.5816,4.8352,5.0791,5.5198,5.5418,5.7978,6.772,7.3264,7.3889,8.1726,9.3071,13.489,17.871
0.60507,0.89357,1.4542,1.7649,1.2008,0.87787,0.71258,0.70241,0.90471,1.0811,1.6052,1.8072,2.4285,0.63766,0.93215,1.431,1.7453,1.2636,0.91087,0.76603,0.82662,0.95455,1.1323,1.7315,1.9731,3.1026,2.0362,2.0436,2.0659,2.0686,2.0739,2.0784,2.0846,2.085,2.0944,2.1019,2.1019,2.1053,2.1171,2.1205,2.1266,2.1292,2.1327,2.1343,2.1351,2.1405,2.1435,2.1471,2.1488,2.149,2.15,2.1521,2.1528,2.1534,2.1567,2.1593,2.1626,2.167,2.1695,2.1731,2.1805,2.1923,2.2042,2.2088,2.21,2.217,2.2247,2.2396,2.2402,2.2629,2.2638,2.2873,2.336,2.3667,2.4016,2.4749,2.5665,2.5986,2.607,2.6364,2.7336,2.781,2.8647,3.0777,3.8557,4.0381,5.0129,5.5529,6.6895,7.2652
0.4559,0.6889,1.5211,2.328,1.3883,0.84921,0.59211,0.59557,0.69715,0.82964,1.0689,1.3099,1.6151,0.39511,0.63146,1.6004,2.3822,1.4105,0.77959,0.51264,0.50877,0.56995,0.7626,0.79559,1.3316,2.0883,2.1328,2.1699,2.2336,2.2399,2.2716,2.2793,2.3282,2.3421,2.3644,2.3728,2.3948,2.4217,2.4435,2.4474,2.4683,2.5286,2.5293,2.5345,2.5783,2.5939,2.5952,2.6111,2.6311,2.746,2.7778,2.7956,2.8192,2.8483,2.9329,2.9461,2.9659,2.9962,3.0196,3.029,3.0654,3.1375,3.2323,3.2658,3.2932,3.2941,3.4697,3.5688,3.5839,3.6382,3.703,3.8869,3.8869,3.8898,4.011,4.0475,4.2208,4.8169,5.054,5.0575,5.1958,5.3744,5.3986,5.4771,5.8698,6.1587,7.21,10.699,11.107,26.182
0.63288,0.91551,1.4523,1.8555,1.324,0.95418,0.76691,0.77243,0.87612,1.1535,1.4619,1.6173,2.6193,0.57931,0.85409,1.4231,1.9301,1.5147,0.95003,0.72886,0.74378,0.83452,1.0692,1.3443,2.0984,2.3852,2.0608,2.1069,2.1191,2.1218,2.1239,2.1375,2.1473,2.1495,2.1521,2.159,2.159,2.1718,2.1845,2.1905,2.1997,2.1998,2.203,2.2041,2.21,2.2123,2.2158,2.2354,2.238,2.2519,2.2629,2.2914,2.3003,2.3104,2.3207,2.3258,2.3567,2.3612,2.3667,2.3817,2.3986,2.4175,2.432,2.5136,2.5155,2.5505,2.5575,2.5794,2.6088,2.6894,2.7156,2.7183,2.7209,2.8168,2.831,2.8488,2.8811,2.952,3.0191,3.1058,3.1509,3.2889,3.3301,3.5677,3.7973,3.9619,4.2707,4.6114,4.915,6.8777
0.62205,0.90957,1.4223,1.8109,1.2431,0.87854,0.72367,0.72037,0.85022,1.1753,1.4304,2.0507,2.4354,0.51709,0.77526,1.4519,2.1403,1.4078,0.8176,0.64006,0.67196,0.75528,1.0088,1.3606,1.3602,2.0205,2.0727,2.0771,2.088,2.0912,2.1036,2.1076,2.1096,2.1192,2.1205,2.1232,2.1281,2.1374,2.1458,2.1562,2.1596,2.1603,2.1615,2.1645,2.172,2.1752,2.1759,2.1788,2.1865,2.1906,2.1961,2.1999,2.2009,2.2072,2.2402,2.2618,2.2652,2.286,2.2889,2.2954,2.3195,2.3766,2.4303,2.4713,2.5642,2.5676,2.6331,2.6672,2.669,2.6717,2.6837,2.7137,2.776,2.9025,2.9327,3.0031,3.1085,3.1713,3.4525,3.5773,3.7276,3.8414,4.0351,4.2271,4.3437,5.0324,5.5459,5.6926,5.9702,13.689
0.47047,0.71631,1.5475,2.2422,1.379,0.83613,0.59556,0.56072,0.74282,0.95865,0.97668,1.592,1.9166,0.47161,0.71403,1.5094,2.2195,1.5061,0.86397,0.63106,0.5546,0.69356,0.80054,1.1154,1.6554,2.5008,2.1262,2.1603,2.1617,2.1676,2.222,2.226,2.2267,2.2445,2.2566,2.2587,2.2671,2.3572,2.3749,2.4044,2.4155,2.4171,2.4515,2.4938,2.51,2.5149,2.5252,2.5591,2.5628,2.5859,2.5929,2.5942,2.6066,2.6118,2.6656,2.6658,2.6777,2.68,2.6861,2.7244,2.7663,2.7911,2.8598,2.8619,2.8769,2.8889,2.9225,2.9707,3.0212,3.0673,3.2396,3.2933,3.4871,3.579,3.6949,3.7165,3.9325,3.9333,4.6849,5.0016,5.1493,5.3645,5.4852,5.9752,6.1609,6.2383,6.2405,7.2794,8.5844,10.015
0.41464,0.63753,1.5087,2.3315,1.5489,0.89677,0.58659,0.54794,0.59175,0.68624,1.09,1.3555,2.2432,0.48924,0.72484,1.4416,2.2124,1.4983,0.86419,0.63203,0.60703,0.68363,0.97023,1.1751,1.2518,1.6097,2.1744,2.1751,2.1878,2.2011,2.2124,2.2152,2.2168,2.2775,2.2983,2.2989,2.3188,2.3284,2.3429,2.3508,2.3519,2.3686,2.3892,2.3922,2.4136,2.4417,2.4446,2.4453,2.4906,2.525,2.5374,2.5574,2.5581,2.6465,2.6475,2.6632,2.6826,2.7266,2.7294,2.7305,2.7332,2.7699,2.9157,2.9889,3.0133,3.0315,3.0511,3.0957,3.1661,3.2192,3.2492,3.2627,3.2964,3.326,3.3316,3.4646,3.5008,3.8388,4.0028,4.0112,4.0188,4.6299,4.6697,4.6875,4.7852,4.7946,4.9882,7.0475,12.793,15.17
0.35334,0.56075,1.4663,2.376,1.975,1.0454,0.55049,0.47489,0.51977,0.71556,0.81274,0.95882,1.073,0.35875,0.5733,1.5697,2.4391,1.5511,0.85369,0.49886,0.45546,0.50816,0.6107,0.83429,0.93398,1.484,2.2404,2.244,2.2473,2.2899,2.4249,2.4376,2.4536,2.4581,2.4615,2.5329,2.5354,2.5954,2.6401,2.6422,2.6489,2.6507,2.7545,2.7755,2.7938,2.8881,2.8933,2.939,2.9935,3.0694,3.1029,3.1562,3.1916,3.2153,3.2245,3.264,3.2993,3.3329,3.4351,3.6243,3.6347,3.6547,3.732,3.8139,3.8959,3.9113,4.096,4.122,4.2465,4.3894,4.9698,5.1113,5.1954,5.2467,5.4062,5.436,5.718,6.4135,6.4465,6.4995,6.7753,6.9935,7.0365,7.6342,8.1479,10.817,11.033,11.158,12.561,14.078
