0.43972,0.66773,1.5482,2.3417,1.4001,0.8499,0.53999,0.58174,0.63685,0.72336,0.96839,1.2534,1.517,0.55137,0.81227,1.5024,2.068,1.3134,0.89349,0.66693,0.66892,0.81189,1.0701,1.2424,2.2546,2.2393,3.8642,14.768,5.1407,3.0715,3.1152,2.6512,4.9555,3.0511,4.2073,3.1251,2.3403,2.2352,3.0908,2.3848,3.4339,4.6049,3.0062,4.2763,2.8957,2.6943,4.1101,4.2997,3.1173,2.3943,3.9799,3.6352,2.5964,2.5034,2.3328,2.2715,2.1999,5.4222,4.9369,3.1711,3.6897,2.5186,2.3133,3.2744,2.1678,2.3902,2.1571,2.7191,5.9502,2.5272,2.224,2.5558,3.7975,4.7765,2.6756,2.4082,2.7251,2.2267,3.0129,2.6237,2.5323,3.1096,2.2851,3.1756,2.4854,2.4476,3.2595,2.6194,2.533,2.4941,1.4351
0.43868,0.6692,1.4493,2.2627,1.6535,1.1119,0.61613,0.55559,0.62836,0.89347,0.94407,1.4358,1.9858,0.47777,0.72102,1.564,2.2157,1.1867,0.77283,0.60095,0.62457,0.69273,0.85779,1.2572,1.546,2.4922,2.2003,2.1263,3.0022,3.4406,2.2323,4.1799,4.054,2.4756,2.9301,2.2001,2.203,4.3411,2.8547,2.4782,4.0588,16.263,3.714,2.951,2.3846,2.3204,2.6892,2.8773,2.2661,2.6898,4.0922,3.3772,6.2234,3.8021,5.4551,3.1384,4.6539,3.3241,3.8277,3.9132,2.5775,3.1477,13.037,3.555,3.2747,4.4679,3.1253,2.5182,4.1912,2.6789,2.328,2.3302,2.4264,2.7099,4.2065,2.5858,3.0635,2.2994,2.4556,2.1829,2.1377,2.5198,6.5247,3.0968,2.3619,2.1615,2.1091,5.6683,2.9731,2.3662,1.401
0.44466,0.67908,1.5527,2.2844,1.4155,0.83528,0.5817,0.60321,0.70104,0.92787,1.1738,1.7017,2.1753,0.45448,0.68527,1.5483,2.2979,1.4118,0.78309,0.59333,0.57852,0.70633,0.87559,1.0324,1.0954,1.8413,5.1723,3.9146,2.5148,2.2862,2.3654,7.7686,5.5288,3.2599,2.5141,2.3548,2.2097,2.203,4.3875,4.8902,2.3592,2.8594,2.5443,2.4808,2.1148,4.8438,7.0604,3.0722,4.5983,4.4377,2.7501,6.5575,2.3884,2.6013,2.2136,2.4054,6.0919,3.8232,2.3909,6.756,2.7321,2.3959,2.5294,3.2079,6.1684,3.4397,2.6622,2.8834,2.4295,5.0831,3.1811,8.986,3.7102,2.469,2.5214,2.2875,2.3702,2.6207,2.6482,3.2619,6.563,2.6089,3.0368,2.2546,4.8908,5.3774,3.9629,2.478,4.5279,2.429,1.367
0.38106,0.59372,1.5066,2.3937,1.7501,1.0683,0.56245,0.50876,0.58363,0.74872,1.0153,1.0779,1.33,0.38455,0.6048,1.4973,2.2373,1.8381,1.2208,0.5853,0.52346,0.56851,0.74378,0.90516,1.1978,1.8708,2.3996,3.5209,3.4297,2.3425,2.382,2.3796,2.1799,2.2172,4.0647,2.2961,3.4964,3.324,2.2755,7.6774,2.8522,2.5493,3.3724,14.645,5.2838,3.2898,3.3168,10.673,4.4894,7.3156,7.0311,6.8821,3.0168,2.4926,2.3988,3.6816,5.0733,3.3402,6.9769,5.8175,2.655,2.3975,2.3289,5.6739,3.3067,2.8383,3.0527,2.6827,2.2091,2.9791,9.3607,4.7553,4.4266,2.3581,6.4984,2.5166,2.6518,2.4006,2.2809,2.6426,2.2471,3.4799,3.8625,2.4732,3.1905,2.6344,21.51,4.8918,3.6606,3.2504,1.3329
0.50365,0.74644,1.5014,2.1954,1.478,0.90211,0.63955,0.6738,0.75173,0.98257,1.301,1.7789,2.3806,0.50044,0.7479,1.5077,2.2112,1.4035,0.88753,0.66343,0.60815,0.67336,0.91774,1.2491,1.6715,2.3122,2.4174,3.0145,3.1182,2.3935,3.3525,3.9771,2.5012,2.4122,2.1577,2.5678,3.0675,2.491,3.4,3.4299,2.6237,2.2008,2.2432,2.5063,3.2697,2.6732,3.0463,7.403,2.5594,2.2538,2.094,3.9568,3.6294,9.6763,3.2947,2.682,2.9939,3.5774,2.3683,4.7774,2.9028,2.424,2.4115,5.635,2.5652,2.3251,3.2209,2.2945,3.9106,6.3481,4.5218,2.5416,5.1102,3.0605,2.5153,2.5639,2.7772,2.3933,2.726,2.2838,4.4569,2.3019,2.5414,2.8025,3.6738,3.5728,3.2472,2.7027,2.1756,4.5765,1.2989
0.37857,0.57364,1.3203,2.2401,2.2693,1.0453,0.64301,0.53926,0.693,0.7779,0.99208,1.4499,1.7609,0.46642,0.70922,1.4843,2.223,1.593,0.97914,0.62836,0.5687,0.65374,0.82393,0.96518,1.321,1.8452,3.0303,2.546,7.4418,2.6805,3.0599,2.184,3.5726,2.3457,3.0526,3.9678,2.6104,2.4242,25.225,4.828,6.1434,2.8437,2.4509,2.8353,2.575,3.4494,2.7378,2.2924,2.7429,4.9217,15.603,4.1752,2.8824,2.3928,2.2868,2.65,2.2731,2.2834,2.2761,3.4541,2.4487,4.5939,4.7043,2.21,2.5942,2.1773,2.2832,2.4905,13.496,4.4654,2.8846,3.8462,3.6477,2.8645,2.714,2.164,2.8281,3.9251,3.3475,2.4485,3.9966,2.6679,2.9931,3.2544,2.2613,2.3646,2.5237,6.4652,3.988,2.2916,1.2649
0.46549,0.70892,1.5382,2.2949,1.4427,0.78527,0.5886,0.58617,0.75345,0.87215,1.2083,1.3653,1.7723,0.48624,0.73059,1.5306,2.2269,1.3778,0.90207,0.61939,0.62621,0.70485,0.83151,1.1742,1.7089,2.0378,4.4246,2.6361,2.9838,3.4609,2.4471,2.6478,2.2359,2.9623,9.8403,5.9483,3.4749,3.2728,3.2169,2.5723,2.7442,2.4097,3.4299,2.3777,3.1044,3.2161,4.2349,3.27,2.3517,2.6371,2.3368,8.0411,2.5057,2.337,3.4784,5.9995,2.5547,2.2592,2.9272,2.2032,2.4848,2.3886,3.6462,3.1852,2.3281,2.4891,4.2793,2.643,3.1362,2.9996,3.3772,3.9991,2.7095,5.3842,2.9606,7.6322,2.925,5.3885,4.9623,2.7991,2.39,2.6898,2.5415,2.25,2.6233,2.3149,2.2378,5.226,3.5147,2.7307,1.2308
0.45639,0.69499,1.564,2.285,1.3849,0.84824,0.5913,0.60469,0.64751,0.81195,1.0023,1.6891,2.1165,0.43199,0.6691,1.5774,2.3412,1.2985,0.74954,0.55878,0.5612,0.63366,0.81261,1.2295,1.4581,1.6304,3.102,4.0716,3.2283,2.3232,2.9642,3.2664,3.8577,7.4667,5.7179,4.4588,4.1307,2.7791,5.9568,7.8749,2.9489,3.4384,2.54,2.7854,2.9894,2.2741,2.3727,2.6711,2.554,2.2588,2.705,2.2298,2.2191,5.2664,3.2377,4.8585,3.0284,2.2355,2.303,7.9912,6.3307,2.7637,2.8891,2.6016,7.2214,4.7843,2.3827,3.6829,3.4017,3.0846,3.3876,3.3925,2.1777,2.6711,2.3176,3.9602,5.0512,4.7239,3.9603,4.0294,2.475,4.5352,2.4728,2.2017,9.0077,2.5699,3.3224,2.7538,2.9002,2.8287,1.1968
0.49489,0.7524,1.5285,2.1386,1.3744,0.88284,0.60292,0.59016,0.71398,0.85241,1.073,1.4808,2.0007,0.4546,0.69077,1.5096,2.1804,1.559,1.064,0.61364,0.59857,0.68084,0.81364,1.0089,1.2833,1.3826,2.2137,2.2758,2.8974,2.6476,9.9383,2.9664,2.467,2.2882,2.6711,5.1855,3.834,2.6533,2.2758,3.0675,10.914,3.9851,2.4079,2.2488,2.1738,2.8894,2.2726,2.2132,2.8505,2.3431,2.1674,2.1838,2.4417,4.135,2.5926,2.6409,3.232,2.3658,2.2036,2.3347,3.1008,3.045,2.4021,5.8656,2.3555,3.1708,2.4112,2.2275,3.7499,4.1867,2.4818,2.2287,2.4873,2.3168,2.3571,2.3177,8.1213,2.5067,2.5212,2.4765,5.0236,10.83,3.3905,2.9781,2.4768,2.5755,2.2593,2.3392,4.0404,10.666,1.1627
0.43854,0.67176,1.511,2.2589,1.62,1.011,0.59642,0.57445,0.66882,0.87458,1.146,1.0484,1.1665,0.35712,0.57111,1.5858,2.4865,1.4509,0.88227,0.51508,0.4589,0.4952,0.63812,0.83505,1.2287,1.9784,3.453,5.7361,2.9101,2.5804,2.166,2.6086,2.26,3.2397,2.9334,2.2508,13.176,8.6334,4.6855,3.2237,2.5684,2.6619,2.6365,2.5747,2.3266,3.9318,4.1476,3.911,3.8096,2.2764,5.515,2.848,2.4891,2.3118,2.4891,3.3234,2.3296,5.467,15.173,2.7694,2.5274,2.7502,10.794,4.4182,2.6754,4.3354,2.2761,4.2689,3.051,3.1266,11.631,3.2783,2.6233,3.7743,6.7001,5.9662,2.587,4.5674,2.6659,6.9044,5.2336,3.2445,3.1415,2.332,2.9461,5.2894,3.0871,2.5126,3.1033,5.2447,1.1287
0.42096,0.64931,1.5511,2.3713,1.4551,0.83868,0.54812,0.50882,0.61881,0.80445,0.98391,1.1901,1.6118,0.38385,0.60588,1.5513,2.4214,1.524,1.0408,0.55602,0.50426,0.60513,0.70336,0.89655,1.1767,2.32,8.0082,3.0383,2.8148,3.5613,2.4473,2.5057,4.4041,2.4113,2.9902,4.2165,3.0555,4.4152,4.1742,7.5425,3.1617,2.3566,2.9128,4.0055,2.4273,3.5456,2.9457,3.1937,2.4566,2.4655,6.2573,6.434,4.8554,2.5771,2.6044,2.4391,6.7773,4.944,2.827,3.1031,2.2829,2.0981,3.3745,2.845,2.9383,9.0067,6.1498,16.088,6.575,7.4255,3.264,10.476,3.2787,2.6201,2.3322,2.2617,3.2889,4.42,2.4349,3.3767,3.2673,2.2631,2.2221,2.45,2.2783,2.3003,3.2959,3.7958,6.0575,4.0421,1.0946
0.49188,0.73999,1.4974,2.1778,1.5685,0.90645,0.61488,0.61225,0.72175,0.8727,0.98298,1.4273,1.79,0.49021,0.73263,1.486,2.1697,1.5831,0.8947,0.64241,0.60417,0.69386,0.95327,1.3543,1.7928,1.6329,5.268,5.2053,2.4517,2.5257,2.8314,2.8341,2.8642,3.1829,3.0001,2.269,3.869,3.6695,3.0122,2.9562,2.266,2.4628,2.7752,4.563,2.4257,7.1965,6.5729,3.0983,3.6282,2.8807,2.3691,2.8774,2.9235,2.324,2.1351,2.6263,2.3288,3.6661,2.5459,3.0582,4.6504,3.0363,2.326,2.3637,6.5421,4.0599,2.4352,2.4289,2.968,3.7628,3.4134,3.6372,2.8439,2.708,2.8051,3.4727,2.7374,2.9585,5.1509,4.9951,3.8015,2.6034,4.351,3.1956,3.3105,2.994,2.3072,2.2221,2.6689,2.5531,1.0606
